hex_id,Stress,Happy,Loneliness,Anxiety,Energy,EnvBeauty,EnvInteresting,EnvSafety,EnvCrowded,EnvironmentGreeness,DataPointCount
891f1884527ffff,1.0,4.0,1.0,1.0,3.5,3.0,4.0,5.0,1.0,3.5,2
891f1884533ffff,2.0,3.0,1.0,1.0,3.0,3.0,3.0,5.0,1.0,4.0,1
891f1884dc3ffff,2.0,4.0,1.0,2.0,3.0,5.0,3.0,5.0,2.0,5.0,1
891f1884dd7ffff,1.2,4.0,2.8,1.0,2.8,4.6,3.4,5.0,1.0,4.8,5
891f1886843ffff,2.4,3.1,1.0,1.5,2.6,4.6,4.0,5.0,1.2,4.0,8
891f1886863ffff,2.0,3.0,2.5,1.0,2.0,5.0,5.0,5.0,1.0,5.0,2
891f1886867ffff,2.8,3.8,1.5,1.0,2.2,5.0,4.2,5.0,1.0,3.8,4
891f1886913ffff,1.8,3.6,1.2,1.1,3.2,2.4,1.2,4.9,1.0,3.1,9
891f1886927ffff,2.0,4.0,2.0,1.0,4.0,,,5.0,1.0,,1
891f188692bffff,1.5,4.0,1.0,1.0,3.5,,,5.0,1.0,,2
891f188692fffff,1.0,4.5,1.0,1.0,3.5,,,5.0,1.0,,2
891f1886963ffff,1.0,4.0,1.0,1.0,3.3,4.8,4.5,5.0,1.0,4.0,6
891f18869a7ffff,1.5,4.5,1.5,1.0,3.5,3.0,3.5,5.0,2.5,4.0,2
891f18869abffff,3.0,3.0,2.0,1.0,2.0,2.0,4.0,5.0,3.0,5.0,1
891f1886b6fffff,1.0,4.0,1.0,1.0,3.7,4.3,2.3,5.0,1.0,5.0,3
891f1896b33ffff,2.0,4.0,1.0,1.0,3.5,4.0,4.0,5.0,1.0,3.5,2
891f1896bbbffff,2.7,4.3,1.7,1.9,2.5,4.2,4.1,4.9,1.2,3.5,11
891f18b0193ffff,4.0,3.0,1.0,2.0,4.0,4.0,3.0,4.0,1.0,4.0,1
891f18b020bffff,3.0,3.0,1.0,2.0,2.0,5.0,4.0,5.0,1.0,5.0,1
891f18b0213ffff,3.0,4.0,1.3,2.7,2.3,4.0,3.0,5.0,1.0,4.0,3
891f18b026fffff,3.5,3.5,2.0,2.0,4.0,2.0,2.0,3.5,2.5,3.0,2
891f18b0273ffff,2.5,4.0,1.0,1.0,3.5,5.0,5.0,5.0,1.0,5.0,2
891f18b0277ffff,2.5,4.0,1.0,1.0,3.5,5.0,3.5,5.0,1.0,5.0,2
891f18b028fffff,2.8,2.2,2.8,1.8,1.8,4.5,3.8,4.8,1.0,4.2,6
891f18b035bffff,1.0,3.5,2.5,1.0,1.0,4.5,3.5,5.0,1.0,5.0,2
891f18b040fffff,2.0,5.0,1.0,1.0,3.0,4.0,4.0,5.0,1.0,3.0,1
891f18b0457ffff,2.0,5.0,1.0,1.0,4.0,3.0,4.0,5.0,3.0,5.0,1
891f18b0493ffff,2.4,3.8,1.0,1.8,2.6,4.5,3.6,5.0,1.1,2.3,12
891f18b0563ffff,3.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,3.0,5.0,1
891f18b0567ffff,2.0,4.0,1.0,1.0,2.0,4.0,3.0,5.0,1.0,5.0,1
891f18b056bffff,2.2,3.1,2.1,1.0,3.2,3.4,2.3,4.9,1.0,4.3,9
891f18b056fffff,2.5,3.5,2.0,1.0,3.5,2.5,3.5,5.0,1.0,4.5,2
891f18b0573ffff,1.5,3.0,3.5,1.0,3.0,3.0,3.0,4.5,1.0,4.0,2
891f18b0577ffff,1.0,4.0,1.0,1.0,4.0,5.0,4.0,4.0,1.0,4.0,1
891f18b0ba3ffff,1.0,5.0,1.0,1.0,3.0,4.0,3.0,4.0,1.0,4.0,1
891f18b0bbbffff,1.0,4.0,1.0,1.0,3.0,4.0,3.0,4.0,1.0,4.0,1
891f18b0d07ffff,3.0,3.0,1.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,1
891f18b0d33ffff,3.5,3.0,1.5,3.0,3.0,3.0,4.0,5.0,2.5,4.5,2
891f18b0da3ffff,4.0,3.0,1.3,3.7,2.0,3.0,3.7,4.0,1.7,3.0,3
891f18b0dabffff,2.0,4.0,1.0,1.0,4.0,3.0,4.0,4.0,1.0,2.0,1
891f18b0dafffff,3.0,3.5,2.5,2.0,3.5,2.5,2.0,4.5,2.0,2.0,2
891f18b0ea3ffff,2.5,4.5,1.0,1.0,3.5,4.5,3.0,5.0,1.5,4.0,2
891f18b1187ffff,2.4,3.1,2.4,2.2,2.8,3.3,3.5,4.0,2.4,2.4,10
891f18b1c97ffff,1.3,3.3,3.7,1.0,1.3,4.7,4.0,5.0,2.3,5.0,3
891f18b2043ffff,2.0,3.0,4.0,1.0,3.0,2.0,3.0,5.0,1.0,5.0,1
891f18b204fffff,3.2,2.0,3.2,1.5,2.2,4.0,1.5,3.2,2.0,4.2,4
891f18b206bffff,3.0,3.0,1.0,1.0,4.0,3.0,3.0,4.0,2.0,4.0,1
891f18b2093ffff,2.5,3.5,1.0,1.0,3.0,1.0,1.0,5.0,2.0,3.5,2
891f18b2127ffff,1.0,5.0,1.0,1.0,2.0,5.0,5.0,5.0,1.0,1.0,1
891f18b212fffff,2.5,3.3,1.5,2.0,2.6,3.2,3.1,3.5,1.0,2.9,11
891f18b2133ffff,2.0,4.0,1.0,1.0,3.0,4.0,4.0,5.0,5.0,3.0,1
891f18b2137ffff,2.5,2.8,1.8,2.2,2.5,3.5,3.8,4.8,1.5,2.0,4
891f18b214fffff,2.6,4.4,1.9,1.1,2.2,4.9,5.0,5.0,1.0,3.1,9
891f18b2167ffff,1.0,3.0,1.0,1.0,3.0,4.0,4.0,3.0,2.0,2.0,1
891f18b217bffff,4.3,3.5,2.5,3.7,1.8,4.7,4.5,4.2,2.0,1.0,6
891f18b2183ffff,1.0,3.3,3.3,1.0,3.7,4.0,3.3,4.3,1.7,3.3,3
891f18b2187ffff,2.0,3.5,1.0,1.0,3.0,4.0,4.0,5.0,2.5,4.0,2
891f18b218bffff,1.0,4.3,1.0,1.0,2.7,5.0,5.0,5.0,1.0,3.0,3
891f18b218fffff,1.4,3.0,4.0,1.0,1.6,4.0,3.0,4.2,1.8,3.2,5
891f18b2197ffff,1.0,5.0,1.0,1.0,4.5,3.5,3.0,5.0,1.0,1.0,2
891f18b21a3ffff,1.0,5.0,1.0,1.0,4.0,5.0,5.0,5.0,1.0,4.0,1
