hex_id,Stress,Happy,Loneliness,Anxiety,Energy,EnvBeauty,EnvInteresting,EnvSafety,EnvCrowded,EnvironmentGreeness,DataPointCount
891f18844a7ffff,1.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,1
891f1886ba7ffff,1.0,4.0,2.0,1.0,5.0,,,5.0,1.0,,1
891f1886e7bffff,1.0,4.0,1.5,1.0,3.5,5.0,4.0,5.0,1.0,5.0,2
891f18b0257ffff,3.0,3.0,1.0,1.0,2.0,5.0,4.0,5.0,1.0,5.0,1
891f18b0273ffff,2.0,3.7,1.0,1.3,2.7,5.0,5.0,5.0,1.0,5.0,3
891f18b0277ffff,4.0,4.0,1.0,1.0,3.0,5.0,5.0,5.0,1.0,5.0,1
891f18b0d33ffff,1.0,4.0,1.0,1.0,4.0,3.0,1.0,4.0,1.0,4.0,1
891f18b20cfffff,1.0,2.0,3.0,1.0,3.0,4.0,4.0,4.0,1.0,3.0,1
891f18b21cfffff,1.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,1.0,3.0,1
891f18b2523ffff,1.0,4.0,2.0,1.0,4.0,3.0,4.0,4.0,4.0,2.0,1
891f18b252bffff,2.0,4.0,1.0,1.0,4.0,2.0,5.0,4.0,1.0,2.0,1
891f18b2533ffff,1.0,4.0,1.0,1.0,3.0,4.0,3.0,5.0,2.0,3.0,1
891f18b264bffff,3.0,4.0,1.0,1.0,4.0,5.0,3.0,4.0,4.0,4.0,1
891f18b266bffff,1.0,3.0,1.0,1.0,3.0,4.0,4.0,5.0,1.0,4.0,1
891f18b26cfffff,1.0,4.0,1.0,1.0,1.0,4.0,4.0,5.0,1.0,5.0,1
891f18b2947ffff,1.0,5.0,1.0,1.0,4.0,5.0,5.0,5.0,2.0,2.0,1
891f18b2a77ffff,1.0,4.0,4.0,1.0,3.0,5.0,4.0,5.0,1.0,5.0,1
891f18b300bffff,1.0,4.0,2.0,2.0,4.0,4.0,4.0,5.0,1.0,5.0,1
